#PY	PYTONE	WG	YALE	GI	BPMF	GR	FR	TY
xiang,xiang0,xiang5	xiang	hsiang,hsiang0,hsiang5	syang,syang0,syang5	shiang,shiang0,shiang5	ㄒ一ㄤ˙,ㄒ一ㄤ	.shiang	hiang,hiang0,hiang5,siang,siang0,siang5	siang
xiang1	xiāng	hsiang1	syang1	shiang1	ㄒ一ㄤˉ	shiang	hiang1,siang1	siang1
xiang2	xiáng	hsiang2	syang2	shiang2	ㄒ一ㄤˊ	shyang	hiang2,siang2	siang2
xiang3	xiǎng	hsiang3	syang3	shiang3	ㄒ一ㄤˇ	sheang	hiang3,siang3	siang3
xiang4	xiàng	hsiang4	syang4	shiang4	ㄒ一ㄤˋ	shianq	hiang4,siang4	siang4
xiao,xiao0,xiao5	xiao	hsiao,hsiao0,hsiao5	syau,syau0,syau5	shiau,shiau0,shiau5	ㄒ一ㄠ˙,ㄒ一ㄠ	.shiau	hiao,hiao0,hiao5,siao,siao0,siao5	siao
xiao1	xiāo	hsiao1	syau1	shiau1	ㄒ一ㄠˉ	shiau	hiao1,siao1	siao1
xiao2	xiáo	hsiao2	syau2	shiau2	ㄒ一ㄠˊ	shyau	hiao2,siao2	siao2
xiao3	xiǎo	hsiao3	syau3	shiau3	ㄒ一ㄠˇ	sheau	hiao3,siao3	siao3
xiao4	xiào	hsiao4	syau4	shiau4	ㄒ一ㄠˋ	shiaw	hiao4,siao4	siao4
xie,xie0,xie5	xie	hsieh,hsieh0,hsieh5	sye,sye0,sye5	shie,shie0,shie5	ㄒ一ㄝ˙,ㄒ一ㄝ	.shie	hie,hie0,hie5,sie,sie0,sie5	sie
xie1	xiē	hsieh1	sye1	shie1	ㄒ一ㄝˉ	shie	hie1,sie1	sie1
xie2	xié	hsieh2	sye2	shie2	ㄒ一ㄝˊ	shye	hie2,sie2	sie2
xie3	xiě	hsieh3	sye3	shie3	ㄒ一ㄝˇ	shiee	hie3,sie3	sie3
xie4	xiè	hsieh4	sye4	shie4	ㄒ一ㄝˋ	shieh	hie4,sie4	sie4
xin,xin0,xin5	xin	hsin,hsin0,hsin5	syin,syin0,syin5	shin,shin0,shin5	ㄒ一ㄣ˙,ㄒ一ㄣ	.shin	hin,hin0,hin5,sin,sin0,sin5	sin
xin1	xīn	hsin1	syin1	shin1	ㄒ一ㄣˉ	shin	hin1,sin1	sin1
xin2	xín	hsin2	syin2	shin2	ㄒ一ㄣˊ	shyn	hin2,sin2	sin2
xin3	xǐn	hsin3	syin3	shin3	ㄒ一ㄣˇ	shiin	hin3,sin3	sin3
xin4	xìn	hsin4	syin4	shin4	ㄒ一ㄣˋ	shinn	hin4,sin4	sin4
xing,xing0,xing5	xing	hsing,hsing0,hsing5	sing,sing0,sing5	shing,shing0,shing5	ㄒ一ㄥ˙,ㄒ一ㄥ	.shing	hing,hing0,hing5,sing,sing0,sing5	sing
xing1	xīng	hsing1	sying1	shing1	ㄒ一ㄥˉ	shing	hing1,sing1	sing1
xing2	xíng	hsing2	sying2	shing2	ㄒ一ㄥˊ	shyng	hing2,sing2	sing2
xing3	xǐng	hsing3	sying3	shing3	ㄒ一ㄥˇ	shiing	hing3,sing3	sing3
xing4	xìng	hsing4	sying4	shing4	ㄒ一ㄥˋ	shinq	hing4,sing4	sing4
xiong,xiong0,xiong5	xiong	hsiung,hsiung0,hsiung5	syung,syung0,syung5	shiung,shiung0,shiung5	ㄒㄩㄥ˙,ㄒㄩㄥ	.shiong	hiong,hiong0,hiong5	syong
xiong1	xiōng	hsiung1	syung1	shiung1	ㄒㄩㄥˉ	shiong	hiong1	syong1
xiong2	xióng	hsiung2	syung2	shiung2	ㄒㄩㄥˊ	shyong	hiong2	syong2
xiong3	xiǒng	hsiung3	syung3	shiung3	ㄒㄩㄥˇ	sheong	hiong3	syong3
xiong4	xiòng	hsiung4	syung4	shiung4	ㄒㄩㄥˋ	shionq	hiong4	syong4
xiu,xiu0,xiu5	xiu	hsiu,hsiu0,hsiu5	syou,syou0,syou5	shiou,shiou0,shiou5	ㄒ一ㄡ˙,ㄒ一ㄡ	.shiou	hieou,hieou0,hieou5,sieou,sieou0,sieou5	siou
xiu1	xiū	hsiu1	syou1	shiou1	ㄒ一ㄡˉ	shiou	hieou1,sieou1	siou1
xiu2	xiú	hsiu2	syou2	shiou2	ㄒ一ㄡˊ	shyou	hieou2,sieou2	siou2
xiu3	xiǔ	hsiu3	syou3	shiou3	ㄒ一ㄡˇ	sheou	hieou3,sieou3	siou3
xiu4	xiù	hsiu4	syou4	shiou4	ㄒ一ㄡˋ	shiow	hieou4,sieou4	siou4
xu,xu0,xu5	xu	hsü,hsü0,hsü5,hsu:,hsu:0,hsu:5	syu,syu0,syu5	shiu,shiu0,shiu5	ㄒㄩ˙,ㄒㄩ	.shiu	hiu,hiu0,hiu5,siu,siu0,siu5	syu
xu1	xū	hsü1,hsu:1	syu1	shiu1	ㄒㄩˉ	shiu	hiu1,siu1	syu1
xu2	xú	hsü2,hsu:2	syu2	shiu2	ㄒㄩˊ	shyu	hiu2,siu2	syu2
xu3	xǔ	hsü3,hsu:3	syu3	shiu3	ㄒㄩˇ	sheu	hiu3,siu3	syu3
xu4	xù	hsü4,hsu:4	syu4	shiu4	ㄒㄩˋ	shiuh	hiu4,siu4	syu4
xuan,xuan0,xuan5	xuan	hsüan,hsüan0,hsüan5,hsu:an,hsu:an0,hsu:an5	sywan,sywan0,sywan5	shiuan,shiuan0,shiuan5	ㄒㄩㄢ˙,ㄒㄩㄢ	.shiuan	hiuan,hiuan0,hiuan5,siuan,siuan0,siuan5	syuan
xuan1	xuān	hsüan1,hsu:an1	sywan1	shiuan1	ㄒㄩㄢˉ	shiuan	hiuan1,siuan1	syuan1
xuan2	xuán	hsüan2,hsu:an2	sywan2	shiuan2	ㄒㄩㄢˊ	shyun	hiuan2,siuan2	syuan2
xuan3	xuǎn	hsüan3,hsu:an3	sywan3	shiuan3	ㄒㄩㄢˇ	sheuan	hiuan3,siuan3	syuan3
xuan4	xuàn	hsüan4,hsu:an4	sywan4	shiuan4	ㄒㄩㄢˋ	shiuann	hiuan4,siuan4	syuan4
xue,xue0,xue5	xue	hsüeh,hsüeh0,hsüeh5,hsu:eh,hsu:eh0,hsu:eh5	sywe,sywe0,sywe5	shiue,shiue0,shiue5	ㄒㄩㄝ˙,ㄒㄩㄝ	.shiue	hiue,hiue0,hiue5,siue,siue0,siue5	syue
xue1	xuē	hsüeh1,hsu:eh1	sywe1	shiue1	ㄒㄩㄝˉ	shiue	hiue1,siue1	syue1
xue2	xué	hsüeh2,hsu:eh2	sywe2	shiue2	ㄒㄩㄝˊ	shyue	hiue2,siue2	syue2
xue3	xuě	hsüeh3,hsu:eh3	sywe3	shiue3	ㄒㄩㄝˇ	sheue	hiue3,siue3	syue3
xue4	xuè	hsüeh4,hsu:eh4	sywe4	shiue4	ㄒㄩㄝˋ	shiueh	hiue4,siue4	syue4
xun,xun0,xun5	xun	hsün,hsün0,hsün5,hsu:n,hsu:n0,hsu:n5	syun,syun0,syun5	shiun,shiun0,shiun5	ㄒㄩㄣ˙,ㄒㄩㄣ	.shiun	hiun,hiun0,hiun5,siun,siun0,siun5	syun
xun1	xūn	hsün1,hsu:n1	syun1	shiun1	ㄒㄩㄣˉ	shiun	hiun1,siun1	syun1
xun2	xún	hsün2,hsu:n2	syun2	shiun2	ㄒㄩㄣˊ	shyun	hiun2,siun2	syun2
xun3	xǔn	hsün3,hsu:n3	syun3	shiun3	ㄒㄩㄣˇ	sheun	hiun3,siun3	syun3
xun4	xùn	hsün4,hsu:n4	syun4	shiun4	ㄒㄩㄣˋ	shiunn	hiun4,siun4	syun4
ya,ya0,ya5	ya	ya,ya0,ya5	ya,ya0,ya5	ya,ya0,ya5	一ㄚ˙,一ㄚ	.ia	ya,ya0,ya5	ya
ya1	yā	ya1	ya1	ya1	一ㄚˉ	ia	ya1	ya1
ya2	yá	ya2	ya2	ya2	一ㄚˊ	ya	ya2	ya2
ya3	yǎ	ya3	ya3	ya3	一ㄚˇ	yea	ya3	ya3
ya4	yà	ya4	ya4	ya4	一ㄚˋ	yah	ya4	ya4
yai,yai0,yai5	yai	yai,yai0,yai5	yai,yai0,yai5	yai,yai0,yai5	一ㄞ˙,一ㄞ	.iai	yai,yai0,yai5	yai
yai1	yāi	yai1	yai1	yai1	一ㄞˉ	iai	yai1	yai1
yai2	yái	yai2	yai2	yai2	一ㄞˊ	yai	yai2	yai2
yai3	yǎi	yai3	yai3	yai3	一ㄞˇ	yae	yai3	yai3
yai4	yài	yai4	yai4	yai4	一ㄞˋ	yay	yai4	yai4
yan,yan0,yan5	yan	yen,yen0,yen5	yan,yan0,yan5	yan,yan0,yan5	一ㄢ˙,一ㄢ	.ian	yen,yen0,yen5	yan
yan1	yān	yen1	yan1	yan1	一ㄢˉ	ian	yen1	yan1
yan2	yán	yen2	yan2	yan2	一ㄢˊ	yan	yen2	yan2
yan3	yǎn	yen3	yan3	yan3	一ㄢˇ	yean	yen3	yan3
yan4	yàn	yen4	yan4	yan4	一ㄢˋ	yann	yen4	yan4
yang,yang0,yang5	yang	yang,yang0,yang5	yang,yang0,yang5	yang,yang0,yang5	一ㄤ˙,一ㄤ	.iang	yang,yang0,yang5	yang
yang1	yāng	yang1	yang1	yang1	一ㄤˉ	iang	yang1	yang1
yang2	yáng	yang2	yang2	yang2	一ㄤˊ	yang	yang2	yang2
yang3	yǎng	yang3	yang3	yang3	一ㄤˇ	yeang	yang3	yang3
yang4	yàng	yang4	yang4	yang4	一ㄤˋ	yanq	yang4	yang4
yao,yao0,yao5	yao	yao,yao0,yao5	yau,yau0,yau5	yau,yau0,yau5	一ㄠ˙,一ㄠ	.iau	yao,yao0,yao5	yao
yao1	yāo	yao1	yau1	yau1	一ㄠˉ	iau	yao1	yao1
yao2	yáo	yao2	yau2	yau2	一ㄠˊ	yau	yao2	yao2
yao3	yǎo	yao3	yau3	yau3	一ㄠˇ	yeau	yao3	yao3
yao4	yào	yao4	yau4	yau4	一ㄠˋ	yaw	yao4	yao4
ye,ye0,ye5	ye	yeh,yeh0,yeh5	ye,ye0,ye5	ye,ye0,ye5	一ㄝ˙,一ㄝ	.ie	ye,ye0,ye5	ye
ye1	yē	yeh1	ye1	ye1	一ㄝˉ	ie	ye1	ye1
ye2	yé	yeh2	ye2	ye2	一ㄝˊ	ye	ye2	ye2
ye3	yě	yeh3	ye3	ye3	一ㄝˇ	yee	ye3	ye3
ye4	yè	yeh4	ye4	ye4	一ㄝˋ	yay	ye4	ye4
yi,yi0,yi5	yi	i,i0,i5,yi,yi0,yi5	yi,yi0,yi5	yi,yi0,yi5	一˙,一	.i	yi,yi0,yi5	yi
yi1	yī	i1,yi1	yi1	yi1	一ˉ	i	yi1	yi1
yi2	yí	i2,yi2	yi2	yi2	一ˊ	yi	yi2	yi2
yi3	yǐ	i3,yi3	yi3	yi3	一ˇ	yii	yi3	yi3
yi4	yì	i4,yi4	yi4	yi4	一ˋ	yih	yi4	yi4
yin,yin0,yin5	yin	yin,yin0,yin5	yin,yin0,yin5	yin,yin0,yin5	一ㄣ˙,一ㄣ	.in	yin,yin0,yin5	yin
yin1	yīn	yin1	yin1	yin1	一ㄣˉ	in	yin1	yin1
yin2	yín	yin2	yin2	yin2	一ㄣˊ	yn	yin2	yin2
yin3	yǐn	yin3	yin3	yin3	一ㄣˇ	yiin	yin3	yin3
yin4	yìn	yin4	yin4	yin4	一ㄣˋ	yinn	yin4	yin4
ying,ying0,ying5	ying	ying,ying0,ying5	ying,ying0,ying5	ying,ying0,ying5	一ㄥ˙,一ㄥ	.ing	ying,ying0,ying5	ying
ying1	yīng	ying1	ying1	ying1	一ㄥˉ	ing	ying1	ying1
ying2	yíng	ying2	ying2	ying2	一ㄥˊ	yng	ying2	ying2
ying3	yǐng	ying3	ying3	ying3	一ㄥˇ	yiing	ying3	ying3
ying4	yìng	ying4	ying4	ying4	一ㄥˋ	yinq	ying4	ying4
yong,yong0,yong5	yong	yung,yung0,yung5	yung,yung0,yung5	yung,yung0,yung5	ㄩㄥ˙,ㄩㄥ	.iong	yong,yong0,yong5	yong
yong1	yōng	yung1	yung1	yung1	ㄩㄥˉ	iong	yong1	yong1
yong2	yóng	yung2	yung2	yung2	ㄩㄥˊ	yong	yong2	yong2
yong3	yǒng	yung3	yung3	yung3	ㄩㄥˇ	yeong	yong3	yong3
yong4	yòng	yung4	yung4	yung4	ㄩㄥˋ	yonq	yong4	yong4
you,you0,you5	you	yu,yu0,yu5	you,you0,you5	you,you0,you5	一ㄡ˙,一ㄡ	.iou	yeou,yeou0,yeou5	you
you1	yōu	yu1	you1	you1	一ㄡˉ	iou	yeou1	you1
you2	yóu	yu2	you2	you2	一ㄡˊ	you	yeou2	you2
you3	yǒu	yu3	you3	you3	一ㄡˇ	yeou	yeou3	you3
you4	yòu	yu4	you4	you4	一ㄡˋ	yow	yeou4	you4
yu,yu0,yu5	yu	yü,yü0,yü5,yu:,yu:0,yu:5	yu,yu0,yu5	yu,yu0,yu5	ㄩ˙,ㄩ	.iu	yu,yu0,yu5	yu
yu1	yū	yü1,yu:1	yu1	yu1	ㄩˉ	iu	yu1	yu1
yu2	yú	yü2,yu:2	yu2	yu2	ㄩˊ	yu	yu2	yu2
yu3	yǔ	yü3,yu:3	yu3	yu3	ㄩˇ	yeu	yu3	yu3
yu4	yù	yü4,yu:4	yu4	yu4	ㄩˋ	yuh	yu4	yu4
yuan,yuan0,yuan5	yuan	yüan,yüan0,yüan5,yu:an,yu:an0,yu:an5	ywan,ywan0,ywan5	yuan,yuan0,yuan5	ㄩㄢ˙,ㄩㄢ	.iuan	yuan,yuan0,yuan5	yuan
yuan1	yuān	yüan1,yu:an1	ywan1	yuan1	ㄩㄢˉ	iuan	yuan1	yuan1
yuan2	yuán	yüan2,yu:an2	ywan2	yuan2	ㄩㄢˊ	yuan	yuan2	yuan2
yuan3	yuǎn	yüan3,yu:an3	ywan3	yuan3	ㄩㄢˇ	yeuan	yuan3	yuan3
yuan4	yuàn	yüan4,yu:an4	ywan4	yuan4	ㄩㄢˋ	yuann	yuan4	yuan4
yue,yue0,yue5	yue	yüeh,yüeh0,yüeh5,yu:eh,yu:eh0,yu:eh5	ywe,ywe0,ywe5	yue,yue0,yue5	ㄩㄝ˙,ㄩㄝ	.iue	yue,yue0,yue5	yue
yue1	yuē	yüeh1,yu:eh1	ywe1	yue1	ㄩㄝˉ	iue	yue1	yue1
yue2	yué	yüeh2,yu:eh2	ywe2	yue2	ㄩㄝˊ	yue	yue2	yue2
yue3	yuě	yüeh3,yu:eh3	ywe3	yue3	ㄩㄝˇ	yeue	yue3	yue3
yue4	yuè	yüeh4,yu:eh4	ywe4	yue4	ㄩㄝˋ	yueh	yue4	yue4
yun,yun0,yun5	yun	yün,yün0,yün5,yu:n,yu:n0,yu:n5	yun,yun0,yun5	yuen,yuen0,yuen5	ㄩㄣ˙,ㄩㄣ	.iun	yun,yun0,yun5	yun
yun1	yūn	yün1,yu:n1	yun1	yuen1	ㄩㄣˉ	iun	yun1	yun1
yun2	yún	yün2,yu:n2	yun2	yuen2	ㄩㄣˊ	yun	yun2	yun2
yun3	yǔn	yün3,yu:n3	yun3	yuen3	ㄩㄣˇ	yeun	yun3	yun3
yun4	yùn	yün4,yu:n4	yun4	yuen4	ㄩㄣˋ	yunn	yun4	yun4
za,za0,za5	za	tsa,tsa0,tsa5	dza,dza0,dza5	tza,tza0,tza5	ㄗㄚ˙,ㄗㄚ	.tza	tsa,tsa0,tsa5	za
za1	zā	tsa1	dza1	tza1	ㄗㄚˉ	tza	tsa1	za1
za2	zá	tsa2	dza2	tza2	ㄗㄚˊ	tzar	tsa2	za2
za3	zǎ	tsa3	dza3	tza3	ㄗㄚˇ	tzaa	tsa3	za3
za4	zà	tsa4	dza4	tza4	ㄗㄚˋ	tzah	tsa4	za4
zai,zai0,zai5	zai	tsai,tsai0,tsai5	dzai,dzai0,dzai5	tzai,tzai0,tzai5	ㄗㄞ˙,ㄗㄞ	.tzai	tsai,tsai0,tsai5	zai
zai1	zāi	tsai1	dzai1	tzai1	ㄗㄞˉ	tzai	tsai1	zai1
zai2	zái	tsai2	dzai2	tzai2	ㄗㄞˊ	tzair	tsai2	zai2
zai3	zǎi	tsai3	dzai3	tzai3	ㄗㄞˇ	tzaai	tsai3	zai3
zai4	zài	tsai4	dzai4	tzai4	ㄗㄞˋ	tzay	tsai4	zai4
zan,zan0,zan5	zan	tsan,tsan0,tsan5	dzan,dzan0,dzan5	tzan,tzan0,tzan5	ㄗㄢ˙,ㄗㄢ	.tzan	tsan,tsan0,tsan5	zan
zan1	zān	tsan1	dzan1	tzan1	ㄗㄢˉ	tzan	tsan1	zan1
zan2	zán	tsan2	dzan2	tzan2	ㄗㄢˊ	tzarn	tsan2	zan2
zan3	zǎn	tsan3	dzan3	tzan3	ㄗㄢˇ	tzaan	tsan3	zan3
zan4	zàn	tsan4	dzan4	tzan4	ㄗㄢˋ	tzann	tsan4	zan4
zang,zang0,zang5	zang	tsang,tsang0,tsang5	dzang,dzang0,dzang5	tzang,tzang0,tzang5	ㄗㄤ˙,ㄗㄤ	.tzang	tsang,tsang0,tsang5	zang
zang1	zāng	tsang1	dzang1	tzang1	ㄗㄤˉ	tzang	tsang1	zang1
zang2	záng	tsang2	dzang2	tzang2	ㄗㄤˊ	tzarng	tsang2	zang2
zang3	zǎng	tsang3	dzang3	tzang3	ㄗㄤˇ	tzaang	tsang3	zang3
zang4	zàng	tsang4	dzang4	tzang4	ㄗㄤˋ	tzanq	tsang4	zang4
zao,zao0,zao5	zao	tsao,tsao0,tsao5	dzau,dzau0,dzau5	tzau,tzau0,tzau5	ㄗㄠ˙,ㄗㄠ	.tzau	tsao,tsao0,tsao5	zao
zao1	zāo	tsao1	dzau1	tzau1	ㄗㄠˉ	tzau	tsao1	zao1
zao2	záo	tsao2	dzau2	tzau2	ㄗㄠˊ	tzaur	tsao2	zao2
zao3	zǎo	tsao3	dzau3	tzau3	ㄗㄠˇ	tzao	tsao3	zao3
zao4	zào	tsao4	dzau4	tzau4	ㄗㄠˋ	tzaw	tsao4	zao4
ze,ze0,ze5	ze	tse,tse0,tse5,tsê,tsê0,tsê5	dze,dze0,dze5	tze,tze0,tze5	ㄗㄜ˙,ㄗㄜ	.tze	tsö,tsö0,tsö5	ze
ze1	zē	tse1,tsê1	dze1	tze1	ㄗㄜˉ	tze	tsö1	ze1
ze2	zé	tse2,tsê2	dze2	tze2	ㄗㄜˊ	tzer	tsö2	ze2
ze3	zě	tse3,tsê3	dze3	tze3	ㄗㄜˇ	tzee	tsö3	ze3
ze4	zè	tse4,tsê4	dze4	tze4	ㄗㄜˋ	tzeh	tsö4	ze4
zei,zei0,zei5	zei	tsei,tsei0,tsei5	dzei,dzei0,dzei5	tzei,tzei0,tzei5	ㄗㄟ˙,ㄗㄟ	.tzei	tsei,tsei0,tsei5	zei
zei1	zēi	tsei1	dzei1	tzei1	ㄗㄟˉ	tzei	tsei1	zei1
zei2	zéi	tsei2	dzei2	tzei2	ㄗㄟˊ	tzeir	tsei2	zei2
zei3	zěi	tsei3	dzei3	tzei3	ㄗㄟˇ	tzeei	tsei3	zei3
zei4	zèi	tsei4	dzei4	tzei4	ㄗㄟˋ	tzey	tsei4	zei4
zen,zen0,zen5	zen	tsen,tsen0,tsen5,tsên,tsên0,tsên5	dzen,dzen0,dzen5	tzen,tzen0,tzen5	ㄗㄣ˙,ㄗㄣ	.tzen	tsen,tsen0,tsen5	zen
zen1	zēn	tsen1,tsên1	dzen1	tzen1	ㄗㄣˉ	tzen	tsen1	zen1
zen2	zén	tsen2,tsên2	dzen2	tzen2	ㄗㄣˊ	tzern	tsen2	zen2
zen3	zěn	tsen3,tsên3	dzen3	tzen3	ㄗㄣˇ	tzeen	tsen3	zen3
zen4	zèn	tsen4,tsên4	dzen4	tzen4	ㄗㄣˋ	tzenn	tsen4	zen4
zeng,zeng0,zeng5	zeng	tseng,tseng0,tseng5,tsêng,tsêng0,tsêng5	dzeng,dzeng0,dzeng5	tzeng,tzeng0,tzeng5	ㄗㄥ˙,ㄗㄥ	.tzeng	tseng,tseng0,tseng5	zeng
zeng1	zēng	tseng1,tsêng1	dzeng1	tzeng1	ㄗㄥˉ	tzeng	tseng1	zeng1
zeng2	zéng	tseng2,tsêng2	dzeng2	tzeng2	ㄗㄥˊ	tzerng	tseng2	zeng2
zeng3	zěng	tseng3,tsêng3	dzeng3	tzeng3	ㄗㄥˇ	tzeeng	tseng3	zeng3
zeng4	zèng	tseng4,tsêng4	dzeng4	tzeng4	ㄗㄥˋ	tzenq	tseng4	zeng4
zi,zi0,zi5	zi	tzu,tzu0,tzu5	dz,dz0,dz5	tz,tz0,tz5	ㄗ˙,ㄗ	.tzy	tseu,tseu0,tseu5	zih
zi1	zī	tzu1	dz1	tz1	ㄗˉ	tzy	tseu1	zih1
zi2	zí	tzu2	dz2	tz2	ㄗˊ	tzyr	tseu2	zih2
zi3	zǐ	tzu3	dz3	tz3	ㄗˇ	tzyy	tseu3	zih3
zi4	zì	tzu4	dz4	tz4	ㄗˋ	tzyh	tseu4	zih4
zong,zong0,zong5	zong	tsung,tsung0,tsung5	dzung,dzung0,dzung5	tzung,tzung0,tzung5	ㄗㄨㄥ˙,ㄗㄨㄥ	.tzong	tsong,tsong0,tsong5	zong
zong1	zōng	tsung1	dzung1	tzung1	ㄗㄨㄥˉ	tzong	tsong1	zong1
zong2	zóng	tsung2	dzung2	tzung2	ㄗㄨㄥˊ	tzorng	tsong2	zong2
zong3	zǒng	tsung3	dzung3	tzung3	ㄗㄨㄥˇ	tzoong	tsong3	zong3
zong4	zòng	tsung4	dzung4	tzung4	ㄗㄨㄥˋ	tzonq	tsong4	zong4
zou,zou0,zou5	zou	tsou,tsou0,tsou5	dzou,dzou0,dzou5	tzou,tzou0,tzou5	ㄗㄡ˙,ㄗㄡ	.tzou	tseou,tseou0,tseou5	zou
zou1	zōu	tsou1	dzou1	tzou1	ㄗㄡˉ	tzou	tseou1	zou1
zou2	zóu	tsou2	dzou2	tzou2	ㄗㄡˊ	tzour	tseou2	zou2
zou3	zǒu	tsou3	dzou3	tzou3	ㄗㄡˇ	tzoou	tseou3	zou3
zou4	zòu	tsou4	dzou4	tzou4	ㄗㄡˋ	tzow	tseou4	zou4
zu,zu0,zu5	zu	tsu,tsu0,tsu5	dzu,dzu0,dzu5	tzu,tzu0,tzu5	ㄗㄨ˙,ㄗㄨ	.tzu	tsou,tsou0,tsou5	zu
zu1	zū	tsu1	dzu1	tzu1	ㄗㄨˉ	tzu	tsou1	zu1
zu2	zú	tsu2	dzu2	tzu2	ㄗㄨˊ	tzwu	tsou2	zu2
zu3	zǔ	tsu3	dzu3	tzu3	ㄗㄨˇ	tzuu	tsou3	zu3
zu4	zù	tsu4	dzu4	tzu4	ㄗㄨˋ	tzuh	tsou4	zu4
zuan,zuan0,zuan5	zuan	tsuan,tsuan0,tsuan5	dzwan,dzwan0,dzwan5	tzuan,tzuan0,tzuan5	ㄗㄨㄢ˙,ㄗㄨㄢ	.tzuan	tsouan,tsouan0,tsouan5	zuan
zuan1	zuān	tsuan1	dzwan1	tzuan1	ㄗㄨㄢˉ	tzuan	tsouan1	zuan1
zuan2	zuán	tsuan2	dzwan2	tzuan2	ㄗㄨㄢˊ	tzwan	tsouan2	zuan2
zuan3	zuǎn	tsuan3	dzwan3	tzuan3	ㄗㄨㄢˇ	tzoan	tsouan3	zuan3
zuan4	zuàn	tsuan4	dzwan4	tzuan4	ㄗㄨㄢˋ	tzuann	tsouan4	zuan4
zui,zui0,zui5	zui	tsui,tsui0,tsui5	dzwei,dzwei0,dzwei5	tzuei,tzuei0,tzuei5	ㄗㄨㄟ˙,ㄗㄨㄟ	.tzuei	tsouei,tsouei0,tsouei5	zuei
zui1	zuī	tsui1	dzwei1	tzuei1	ㄗㄨㄟˉ	tzuei	tsouei1	zuei1
zui2	zuí	tsui2	dzwei2	tzuei2	ㄗㄨㄟˊ	tzwei	tsouei2	zuei2
zui3	zuǐ	tsui3	dzwei3	tzuei3	ㄗㄨㄟˇ	tzoei	tsouei3	zuei3
zui4	zuì	tsui4	dzwei4	tzuei4	ㄗㄨㄟˋ	tzuey	tsouei4	zuei4
zun,zun0,zun5	zun	tsun,tsun0,tsun5	dzwun,dzwun0,dzwun5	tzuen,tzuen0,tzuen5	ㄗㄨㄣ˙,ㄗㄨㄣ	.tzuen	tsouen,tsouen0,tsouen5	zun
zun1	zūn	tsun1	dzwun1	tzuen1	ㄗㄨㄣˉ	tzuen	tsouen1	zun1
zun2	zún	tsun2	dzwun2	tzuen2	ㄗㄨㄣˊ	tzwen	tsouen2	zun2
zun3	zǔn	tsun3	dzwun3	tzuen3	ㄗㄨㄣˇ	tzoen	tsouen3	zun3
zun4	zùn	tsun4	dzwun4	tzuen4	ㄗㄨㄣˋ	tzuenn	tsouen4	zun4
zuo,zuo0,zuo5	zuo	tso,tso0,tso5	dzwo,dzwo0,dzwo5	tzuo,tzuo0,tzuo5	ㄗㄨㄛ˙,ㄗㄨㄛ	.tzuo	tso,tso0,tso5	zuo
zuo1	zuō	tso1	dzwo1	tzuo1	ㄗㄨㄛˉ	tzuo	tso1	zuo1
zuo2	zuó	tso2	dzwo2	tzuo2	ㄗㄨㄛˊ	tzwo	tso2	zuo2
zuo3	zuǒ	tso3	dzwo3	tzuo3	ㄗㄨㄛˇ	tzuoo	tso3	zuo3
zuo4	zuò	tso4	dzwo4	tzuo4	ㄗㄨㄛˋ	tzuoh	tso4	zuo4
zha,zha0,zha5	zha	cha,cha0,cha5	ja,ja0,ja5	ja,ja0,ja5	ㄓㄚ˙,ㄓㄚ	.ja	tcha,tcha0,tcha5	jha
zha1	zhā	cha1	ja1	ja1	ㄓㄚˉ	ja	tcha1	jha1
zha2	zhá	cha2	ja2	ja2	ㄓㄚˊ	jar	tcha2	jha2
zha3	zhǎ	cha3	ja3	ja3	ㄓㄚˇ	jaa	tcha3	jha3
zha4	zhà	cha4	ja4	ja4	ㄓㄚˋ	jah	tcha4	jha4
zhai,zhai0,zhai5	zhai	chai,chai0,chai5	jai,jai0,jai5	jai,jai0,jai5	ㄓㄞ˙,ㄓㄞ	.jai	tchai,tchai0,tchai5	jhai
zhai1	zhāi	chai1	jai1	jai1	ㄓㄞˉ	jai	tchai1	jhai1
zhai2	zhái	chai2	jai2	jai2	ㄓㄞˊ	jair	tchai2	jhai2
zhai3	zhǎi	chai3	jai3	jai3	ㄓㄞˇ	jae	tchai3	jhai3
zhai4	zhài	chai4	jai4	jai4	ㄓㄞˋ	jay	tchai4	jhai4
zhan,zhan0,zhan5	zhan	chan,chan0,chan5	jan,jan0,jan5	jan,jan0,jan5	ㄓㄢ˙,ㄓㄢ	.jan	tchan,tchan0,tchan5	jhan
zhan1	zhān	chan1	jan1	jan1	ㄓㄢˉ	jan	tchan1	jhan1
zhan2	zhán	chan2	jan2	jan2	ㄓㄢˊ	jarn	tchan2	jhan2
zhan3	zhǎn	chan3	jan3	jan3	ㄓㄢˇ	jaan	tchan3	jhan3
zhan4	zhàn	chan4	jan4	jan4	ㄓㄢˋ	jann	tchan4	jhan4
zhang,zhang0,zhang5	zhang	chang,chang0,chang5	jang,jang0,jang5	jang,jang0,jang5	ㄓㄤ˙,ㄓㄤ	.jang	tchang,tchang0,tchang5	jhang
zhang1	zhāng	chang1	jang1	jang1	ㄓㄤˉ	jang	tchang1	jhang1
zhang2	zháng	chang2	jang2	jang2	ㄓㄤˊ	jarng	tchang2	jhang2
zhang3	zhǎng	chang3	jang3	jang3	ㄓㄤˇ	jaang	tchang3	jhang3
zhang4	zhàng	chang4	jang4	jang4	ㄓㄤˋ	janq	tchang4	jhang4
